Genre,Id,Artist,ArtistId,Danceability,Energy,Tempo,Speechiness,Instrumentalness,Liveness,Loudness,Key,Mode,TimeSignature
1,6qn9YLKt13AGvpq9jfO8py,Calvin Harris,7CajNmpbOovFoOoasH2HaY,0.734,0.766,127.986,0.0383,0.00138,0.108,-4.485,1,1,4
1,22dUzMFttcR3uU17NcOAIv,Calvin Harris,7CajNmpbOovFoOoasH2HaY,0.587,0.924,140.009,0.0457,0.0171,0.23,-5.433,11,0,4
1,5eTaQYBE1yrActixMAeLcZ,Calvin Harris,7CajNmpbOovFoOoasH2HaY,0.636,0.869,143.011,0.0412,0.0446,0.0808,-5.289,9,1,4
1,7ef4DlsgrMEH11cDZd32M6,Calvin Harris,7CajNmpbOovFoOoasH2HaY,0.791,0.862,123.994,0.11,2.19e-05,0.0814,-3.24,9,0,4
1,0azC730Exh71aQlOt9Zj3y,Calvin Harris,7CajNmpbOovFoOoasH2HaY,0.631,0.927,123.962,0.0332,0.119,0.148,-2.787,9,0,4
1,6YUTL4dYpB9xZO5qExPf05,Calvin Harris,7CajNmpbOovFoOoasH2HaY,0.596,0.856,127.949,0.0346,0.0178,0.141,-3.556,4,0,4
1,7MmG8p0F9N3C4AXdK6o6Eb,Calvin Harris,7CajNmpbOovFoOoasH2HaY,0.646,0.823,128.035,0.0394,0.0,0.322,-4.123,2,0,4
1,1gihuPhrLraKYrJMAEONyc,Calvin Harris,7CajNmpbOovFoOoasH2HaY,0.707,0.924,127.937,0.031,0.00703,0.204,-2.842,7,1,4
1,1vvNmPOiUuyCbgWmtc6yfm,Calvin Harris,7CajNmpbOovFoOoasH2HaY,0.818,0.913,119.986,0.0426,3.69e-05,0.161,-3.06,4,0,4
1,22mek4IiqubGD9ctzxc69s,Calvin Harris,7CajNmpbOovFoOoasH2HaY,0.738,0.868,122.003,0.0731,0.00169,0.388,-4.373,11,0,4
0,60ut42dYikYXfCZQcvVXYV,Donna Fargo,4tIQ6BeFRvYApoAyJmaeVC,0.655,0.449,97.982,0.0277,0.0,0.492,-11.468,6,1,3
0,27145diX1C7BE6m6FzONqb,Donna Fargo,4tIQ6BeFRvYApoAyJmaeVC,0.541,0.249,96.802,0.0339,5.59e-05,0.159,-13.125,2,1,3
0,5Hr9zWF5idrZRN1jNg7tPb,Donna Fargo,4tIQ6BeFRvYApoAyJmaeVC,0.61,0.265,98.409,0.0302,0.0,0.179,-14.911,2,1,3
0,77uoalAAlQiX6ADH6bD4Ib,Donna Fargo,4tIQ6BeFRvYApoAyJmaeVC,0.657,0.355,106.164,0.033,0.00225,0.201,-13.407,10,1,4
0,616rjFaT9LTidt5lYGSVA8,Donna Fargo,4tIQ6BeFRvYApoAyJmaeVC,0.538,0.759,107.766,0.0652,0.0,0.155,-10.199,6,1,4
0,74McxxkCrmrVRAuFIpKQzW,Donna Fargo,4tIQ6BeFRvYApoAyJmaeVC,0.694,0.511,91.143,0.0425,7.94e-06,0.0818,-11.121,2,1,4
0,0xYB53uAZZP3WmCZD6SQea,Donna Fargo,4tIQ6BeFRvYApoAyJmaeVC,0.45,0.433,197.762,0.0322,0.0,0.291,-10.917,7,1,3
0,4F4ovr7nVGPA7ovWfkclXK,Donna Fargo,4tIQ6BeFRvYApoAyJmaeVC,0.373,0.544,206.066,0.049,0.0,0.253,-11.459,2,1,4
0,6Njmp1XqNJ70GMrhsGnSUy,Donna Fargo,4tIQ6BeFRvYApoAyJmaeVC,0.559,0.395,188.942,0.0302,0.00314,0.237,-10.956,5,1,3
0,1D6mvE7T55txe9oim58zBv,Donna Fargo,4tIQ6BeFRvYApoAyJmaeVC,0.341,0.139,118.032,0.034,9.54e-06,0.0609,-13.584,0,1,4
1,4jh9olf0OKCokpzxSyLeJx,Martika,40enFxfEXXsEXKOt1vgx0k,0.513,0.591,130.167,0.0274,0.0,0.126,-6.407,1,0,4
1,4OB7tustfrjW5381cBYvnS,Martika,40enFxfEXXsEXKOt1vgx0k,0.549,0.624,130.05,0.026,0.000283,0.671,-6.289,1,0,4
1,61n0HIKhgIXOGusfWBIyEI,Martika,40enFxfEXXsEXKOt1vgx0k,0.663,0.34,91.38,0.0286,0.00363,0.163,-10.995,2,1,4
1,1e6GFjm3eYtcnMg4akp6ze,Martika,40enFxfEXXsEXKOt1vgx0k,0.701,0.934,124.724,0.0353,0.000493,0.0435,-6.504,7,1,4
1,5nHQ2YPVcddwJz71aupuvz,Martika,40enFxfEXXsEXKOt1vgx0k,0.713,0.444,91.537,0.0265,0.00212,0.0905,-9.997,2,1,4
1,1m8Bi4DPISDIpsr2aA9d2N,Martika,40enFxfEXXsEXKOt1vgx0k,0.708,0.917,118.096,0.0558,2.9e-05,0.0428,-5.878,0,1,4
1,42i3ZifJkvWyNASRXhNq9u,Martika,40enFxfEXXsEXKOt1vgx0k,0.698,0.965,117.632,0.0509,0.000973,0.106,-5.719,1,1,4
1,6OsuzwLjp4svPVYWZtGjuy,Martika,40enFxfEXXsEXKOt1vgx0k,0.576,0.85,183.721,0.0477,1.35e-05,0.056,-5.6,6,1,4
1,3gQKLNBf70Qdj7hU72g7k1,Martika,40enFxfEXXsEXKOt1vgx0k,0.737,0.896,103.361,0.0459,3.93e-05,0.0402,-5.312,5,1,4
1,6RRQNQJC2J12AFnh7F9tAf,Martika,40enFxfEXXsEXKOt1vgx0k,0.659,0.891,104.615,0.0343,0.000269,0.339,-6.78,1,0,4
0,4kYTpCV1XzT2Mun7roiUSv,Otis Gibbs,28ArvZS9yIxIPnPCDD5IXD,0.641,0.54,115.467,0.0407,0.0291,0.348,-11.328,4,1,4
0,4KT36kXu8oqpijmS91s5ha,Otis Gibbs,28ArvZS9yIxIPnPCDD5IXD,0.672,0.378,122.114,0.0332,6.22e-05,0.112,-12.858,0,1,4
0,4bkVlrJoN4yY9kXtOoxFbq,Otis Gibbs,28ArvZS9yIxIPnPCDD5IXD,0.777,0.53,118.062,0.0352,0.0,0.166,-10.181,0,1,4
0,0C86T8bOecFOUFWW8OZaDK,Otis Gibbs,28ArvZS9yIxIPnPCDD5IXD,0.727,0.508,103.996,0.039,0.000106,0.0925,-11.41,11,0,4
0,0o6GIsXXn3utB5jDLAWwXZ,Otis Gibbs,28ArvZS9yIxIPnPCDD5IXD,0.48,0.595,201.637,0.192,0.0,0.304,-8.25,11,1,4
0,218Fq6HKlHCguHy3ewd8RP,Otis Gibbs,28ArvZS9yIxIPnPCDD5IXD,0.625,0.518,91.023,0.0333,0.0,0.0872,-8.385,4,1,4
0,63JV5bMrR2dsYHgqMXGAO3,Otis Gibbs,28ArvZS9yIxIPnPCDD5IXD,0.428,0.324,116.505,0.0367,0.0,0.115,-8.78,4,1,5
0,0kJB6KPc6lDwnvhNZu2fiz,Otis Gibbs,28ArvZS9yIxIPnPCDD5IXD,0.719,0.43,108.245,0.0496,0.0,0.0705,-10.483,7,1,4
0,0uc52903Lf5SrniMYjqVYm,Otis Gibbs,28ArvZS9yIxIPnPCDD5IXD,0.603,0.537,144.242,0.0334,0.0,0.192,-8.799,2,1,4
0,1KyTkDNg7ToldgLBQuhPr4,Otis Gibbs,28ArvZS9yIxIPnPCDD5IXD,0.618,0.209,147.535,0.0774,0.0,0.108,-10.71,11,1,4
0,2pVQtg1gfTftOLugm5ENov,Stonewall Jackson,0NqxUSg57tX1o1WG7VU1Vp,0.618,0.37,81.553,0.0345,0.0,0.146,-11.023,7,1,4
0,3YXPyakTFaoVS2ffimogLR,Stonewall Jackson,0NqxUSg57tX1o1WG7VU1Vp,0.463,0.607,203.85,0.0299,0.0,0.117,-10.714,8,0,4
0,1ZU0jU7geWJUMNkrNzKovD,Stonewall Jackson,0NqxUSg57tX1o1WG7VU1Vp,0.646,0.595,125.68,0.0304,0.0,0.183,-7.9,6,1,4
0,5AciTBpaIA1mgPJwWqxbQx,Stonewall Jackson,0NqxUSg57tX1o1WG7VU1Vp,0.598,0.366,136.213,0.0274,0.0,0.0961,-6.495,2,1,4
0,2UYBujtIut2CqAkYVXqyFM,Stonewall Jackson,0NqxUSg57tX1o1WG7VU1Vp,0.663,0.239,104.891,0.0283,0.0,0.129,-11.952,4,1,4
0,0G8XxzglRsRhJvUm5TPWpq,Stonewall Jackson,0NqxUSg57tX1o1WG7VU1Vp,0.548,0.238,126.59,0.0337,3.01e-05,0.184,-15.44,4,1,4
0,4VC9A07uTKpeMlgvUCEbqz,Stonewall Jackson,0NqxUSg57tX1o1WG7VU1Vp,0.643,0.63,151.755,0.0281,0.0,0.0524,-6.336,2,1,4
0,5LYgCV1nAOvvYFi6dsyGJW,Stonewall Jackson,0NqxUSg57tX1o1WG7VU1Vp,0.579,0.305,119.799,0.0321,1.11e-06,0.111,-12.807,11,1,4
0,1NPLEvuNvbF46ZOpg2WdhA,Stonewall Jackson,0NqxUSg57tX1o1WG7VU1Vp,0.62,0.241,87.467,0.0424,0.0,0.142,-13.453,4,1,4
0,2TbXESzuF2tRsG4DrQJVvF,Stonewall Jackson,0NqxUSg57tX1o1WG7VU1Vp,0.711,0.341,116.276,0.0322,2.22e-06,0.156,-12.434,6,1,4
0,51DLN9R1dIqkKnlRsz1kpg,Jerry Jeff Walker,763opp15PhfHpEaiVjM6m7,0.427,0.0801,168.418,0.0372,0.51,0.125,-27.119,2,1,3
0,5Cgmx8kW7lkYgHjq04QJ33,Jerry Jeff Walker,763opp15PhfHpEaiVjM6m7,0.516,0.347,139.331,0.0326,0.0,0.143,-11.412,7,1,4
0,7xjQ0YNPtC8R9tEdFNOFcG,Jerry Jeff Walker,763opp15PhfHpEaiVjM6m7,0.662,0.412,117.896,0.0659,1.12e-05,0.182,-13.188,0,1,4
0,7xE8T97EFeAWEd3eslXqpq,Jerry Jeff Walker,763opp15PhfHpEaiVjM6m7,0.496,0.759,134.483,0.0791,9.84e-05,0.596,-10.061,4,1,4
0,7iFO7hNC6tDhTaaNyjGq1d,Jerry Jeff Walker,763opp15PhfHpEaiVjM6m7,0.364,0.0775,162.01,0.0327,0.792,0.111,-29.814,11,1,4
0,2xoWxeqn3pl5cqNSAbYjlK,Jerry Jeff Walker,763opp15PhfHpEaiVjM6m7,0.516,0.561,119.86,0.036,1.59e-05,0.21,-10.279,10,1,4
0,64CrLp7PJfzXIbkFQKHkj3,Jerry Jeff Walker,763opp15PhfHpEaiVjM6m7,0.371,0.644,102.838,0.136,0.000658,0.0849,-9.441,7,1,4
0,6gImS6q8vKesgIwy8zxGdu,Jerry Jeff Walker,763opp15PhfHpEaiVjM6m7,0.628,0.698,154.576,0.0297,0.0192,0.0731,-8.496,9,1,4
0,1uv2B54ka5JbVKciyR957C,Jerry Jeff Walker,763opp15PhfHpEaiVjM6m7,0.536,0.544,181.373,0.0392,0.0,0.35,-10.473,9,1,4
0,0iF8bUCaaOJIfgiyeaOIcJ,Jerry Jeff Walker,763opp15PhfHpEaiVjM6m7,0.718,0.635,133.713,0.143,1.32e-05,0.124,-7.513,2,1,4
0,544ucpaazW5uxznuwVM7Am,Lila McCann,7F7zi7OcJYBOmSFZIYYFCR,0.637,0.783,112.499,0.0259,0.0,0.145,-6.393,6,1,4
0,19fDVf99IyUSbGHXnNnDvf,Lila McCann,7F7zi7OcJYBOmSFZIYYFCR,0.626,0.917,102.314,0.0312,0.0,0.296,-5.494,7,1,4
0,10OvXiitSHEoxWLulzqG9s,Lila McCann,7F7zi7OcJYBOmSFZIYYFCR,0.644,0.785,127.9,0.0294,1.19e-06,0.0996,-6.118,4,1,4
0,33upmVdFuZydRMZ1Fs8NQr,Lila McCann,7F7zi7OcJYBOmSFZIYYFCR,0.469,0.327,142.465,0.0262,0.0,0.1,-8.751,7,1,4
0,5ylg0Ji5ExfzPI8BFj6mbD,Lila McCann,7F7zi7OcJYBOmSFZIYYFCR,0.666,0.79,135.895,0.0398,0.0,0.092,-6.223,7,1,4
0,1XaH9yjzd9K6YYPBvqiORq,Lila McCann,7F7zi7OcJYBOmSFZIYYFCR,0.2,0.496,49.577,0.0322,0.000164,0.175,-9.469,10,1,4
0,2EF8dBhGlakTvIr00wvrrK,Lila McCann,7F7zi7OcJYBOmSFZIYYFCR,0.511,0.832,170.602,0.0339,0.0,0.145,-6.478,7,1,4
0,4VFoANG8B9HywKwWQtn9jI,Lila McCann,7F7zi7OcJYBOmSFZIYYFCR,0.577,0.841,136.822,0.0326,0.0,0.164,-5.842,4,1,4
0,1FGJCA0F3K9v8FfOuodlAy,Lila McCann,7F7zi7OcJYBOmSFZIYYFCR,0.398,0.311,173.627,0.0294,0.0,0.212,-9.823,0,1,4
0,3cIcMLeCnRTYzv1G5kxKwx,Lila McCann,7F7zi7OcJYBOmSFZIYYFCR,0.566,0.844,151.673,0.0415,0.0,0.114,-5.305,3,1,4
1,4N4CHJqFZHyB7SBUuSFu1y,Mindless Behavior,2waKklOyXKNqhqIOmE4yBA,0.439,0.753,95.339,0.0932,0.0,0.1,-4.799,0,0,5
1,70jb2bIurVzYfxhhsRd4ew,Mindless Behavior,2waKklOyXKNqhqIOmE4yBA,0.667,0.726,148.168,0.077,0.0,0.11,-4.857,11,1,4
1,1l0w3qSXUh8eEkzeotScCX,Mindless Behavior,2waKklOyXKNqhqIOmE4yBA,0.736,0.653,123.108,0.0581,8.66e-05,0.0882,-5.103,7,0,4
1,5DK7aDD7jlpJXzW9rWQ3CF,Mindless Behavior,2waKklOyXKNqhqIOmE4yBA,0.346,0.884,135.354,0.044,1.93e-06,0.108,-3.137,0,1,1
1,4ai8NRPRBBziYlUiwRrSfB,Mindless Behavior,2waKklOyXKNqhqIOmE4yBA,0.498,0.856,126.012,0.0545,0.0,0.284,-2.891,8,1,4
1,17UtgFG2LXGufwDEQinvNn,Mindless Behavior,2waKklOyXKNqhqIOmE4yBA,0.711,0.614,77.054,0.211,0.0,0.0652,-6.088,1,1,4
1,5EfpzFpF93cscCCYKX0Igy,Mindless Behavior,2waKklOyXKNqhqIOmE4yBA,0.482,0.901,128.029,0.0925,0.0,0.338,-3.338,11,0,4
1,722AGrVYqyxfHoiBP1Cnru,Mindless Behavior,2waKklOyXKNqhqIOmE4yBA,0.647,0.638,95.366,0.0566,0.0,0.0616,-5.208,8,1,5
1,2c1bVZgEu1ExhLdWpIcf1L,Mindless Behavior,2waKklOyXKNqhqIOmE4yBA,0.732,0.644,98.929,0.162,0.0,0.151,-6.404,10,1,4
1,0QBtvO8gDzh7IJHIYFtvt7,Mindless Behavior,2waKklOyXKNqhqIOmE4yBA,0.458,0.757,127.954,0.217,0.0,0.18,-4.739,9,0,4
0,4dim8F8t01qimHOmr6S3Gd,Faron Young,6uvq6FeVsmhOWfJHxVNeBL,0.62,0.406,101.489,0.0281,6.73e-06,0.114,-10.421,0,1,4
0,6jLTTNVVY4UxCSBZ2Z8qdR,Faron Young,6uvq6FeVsmhOWfJHxVNeBL,0.55,0.259,129.712,0.0337,2.18e-05,0.395,-12.299,9,1,3
0,3mfvV22EDpvFpq4uEmSVA9,Faron Young,6uvq6FeVsmhOWfJHxVNeBL,0.583,0.567,162.556,0.038,0.0,0.0648,-9.705,4,1,4
0,2QS8C4T3H1hYpnADMpq8Uz,Faron Young,6uvq6FeVsmhOWfJHxVNeBL,0.547,0.254,139.65,0.0461,8.24e-05,0.263,-16.548,9,1,4
0,21yNMTdzVAKCl6gdCw1OtE,Faron Young,6uvq6FeVsmhOWfJHxVNeBL,0.683,0.38,119.386,0.0393,0.0148,0.112,-13.874,0,1,4
0,7oanidqUgZO3GxXugm2ucC,Faron Young,6uvq6FeVsmhOWfJHxVNeBL,0.625,0.416,149.44,0.0316,0.0,0.0853,-10.282,7,1,4
0,657Ug1abGjD0IILrFIdDFu,Faron Young,6uvq6FeVsmhOWfJHxVNeBL,0.482,0.427,165.618,0.0344,0.0,0.129,-12.929,0,1,4
0,7w3YZLWL8l11US6FMMLOGq,Faron Young,6uvq6FeVsmhOWfJHxVNeBL,0.604,0.441,128.32,0.0352,0.0,0.249,-9.474,5,1,4
0,5PBGdSfxhjSuJHfagUNOCl,Faron Young,6uvq6FeVsmhOWfJHxVNeBL,0.734,0.309,117.662,0.0344,0.0,0.0883,-8.149,0,1,4
0,3qartP3R2WSuGWAlHb7hpX,Faron Young,6uvq6FeVsmhOWfJHxVNeBL,0.676,0.289,108.123,0.0302,0.00949,0.0721,-15.161,0,1,4
0,6H3zH7j2izbhiKwq7yQTJa,Benny Martin,6cIU84TLDcCIFzj4h24wpr,0.165,0.171,181.416,0.038,0.9,0.125,-17.485,2,1,4
0,2WD2AtCQVUacSSMDUFA2GS,Benny Martin,6cIU84TLDcCIFzj4h24wpr,0.569,0.0097,130.193,0.162,0.374,0.0911,-30.445,9,0,4
0,3vn3IG9kFZ4Kkn0fNwM7PC,Benny Martin,6cIU84TLDcCIFzj4h24wpr,0.2,0.129,136.939,0.037,0.839,0.108,-18.685,0,1,4
0,7wVptUzspNKB2nxDec73g1,Benny Martin,6cIU84TLDcCIFzj4h24wpr,0.309,0.198,65.659,0.0326,0.853,0.117,-14.821,9,0,4
0,3vGir0GO42ZqJNzQv2dAU3,Benny Martin,6cIU84TLDcCIFzj4h24wpr,0.164,0.186,180.138,0.0395,0.899,0.119,-15.29,3,1,4
0,2uVXl9p8MUKIswZUBLEgvV,Benny Martin,6cIU84TLDcCIFzj4h24wpr,0.368,0.156,70.275,0.057,0.899,0.0772,-15.525,2,1,4
0,1oYzcOdYklal9IrLD9iwbe,Benny Martin,6cIU84TLDcCIFzj4h24wpr,0.374,0.0319,83.671,0.0392,0.929,0.0869,-23.752,4,1,4
0,5ntFebQJ03kqWaHjMBSdpl,Benny Martin,6cIU84TLDcCIFzj4h24wpr,0.627,0.0601,110.561,0.0545,0.922,0.0961,-21.991,0,1,4
0,7GPqlgQnGxZTqbpYxuVIJ0,Benny Martin,6cIU84TLDcCIFzj4h24wpr,0.291,0.15,120.049,0.0385,0.889,0.0975,-17.207,0,1,4
0,2VLiFnaeAMGYLHRaDMUxDc,Benny Martin,6cIU84TLDcCIFzj4h24wpr,0.335,0.129,94.932,0.0376,0.9,0.0972,-16.919,0,1,4
0,1LDAHiehM4Ce7q2O98mPGY,"Valerio Longoria, Sr.",0drJjSBVOGn1Xl7BI1I11f,0.697,0.625,100.435,0.0625,0.0015,0.0358,-6.753,6,1,4
0,5HgCdv9cUfaZWH3fEIx73D,"Valerio Longoria, Sr.",0drJjSBVOGn1Xl7BI1I11f,0.771,0.494,113.489,0.0673,0.000124,0.15,-6.537,11,1,4
0,6eUMy092M1q7PWVCHPhjzc,"Valerio Longoria, Sr.",0drJjSBVOGn1Xl7BI1I11f,0.694,0.729,104.617,0.0492,4.86e-06,0.108,-9.464,0,0,4
0,2Oim1xOrzyPBZwZx43znHz,"Valerio Longoria, Sr.",0drJjSBVOGn1Xl7BI1I11f,0.788,0.528,112.985,0.159,0.0,0.0163,-10.863,7,1,4
0,4ioSE6jqrgGxztnZmPp2Ws,"Valerio Longoria, Sr.",0drJjSBVOGn1Xl7BI1I11f,0.806,0.739,111.453,0.143,0.261,0.357,-10.299,10,0,4
0,3SyEFPUdpA71sYz6zzHJtR,"Valerio Longoria, Sr.",0drJjSBVOGn1Xl7BI1I11f,0.779,0.5,99.439,0.0345,0.673,0.154,-9.964,5,0,4
0,54CBKqMQ8sHjc6QduWb9RT,"Valerio Longoria, Sr.",0drJjSBVOGn1Xl7BI1I11f,0.54,0.677,204.908,0.282,2.43e-05,0.0542,-7.907,3,1,4
0,1N1GZvgQq2JFTz5fm54Zze,"Valerio Longoria, Sr.",0drJjSBVOGn1Xl7BI1I11f,0.76,0.72,104.992,0.0728,2.34e-06,0.0758,-10.052,2,1,4
0,7erzapJVVPF7F1mx5b5anc,"Valerio Longoria, Sr.",0drJjSBVOGn1Xl7BI1I11f,0.713,0.494,106.001,0.0475,4.22e-06,0.0453,-6.974,3,1,4
0,25zIgG17PFpDlxec9xyKlW,"Valerio Longoria, Sr.",0drJjSBVOGn1Xl7BI1I11f,0.735,0.583,97.239,0.0937,0.0,0.538,-7.395,5,1,4
1,28UMEtwyUUy5u0UWOVHwiI,Donny Osmond,5ZEAzHE2TzAwUcOj6jMIgf,0.672,0.322,113.852,0.0339,2.96e-05,0.074,-17.669,7,1,4
1,7HWH4kGaHR3ZwKNFPT4dSW,Donny Osmond,5ZEAzHE2TzAwUcOj6jMIgf,0.414,0.681,102.338,0.036,7.98e-06,0.248,-3.992,1,1,3
1,5ZRpzj4j5gDSoIbNLagcbB,Donny Osmond,5ZEAzHE2TzAwUcOj6jMIgf,0.78,0.257,126.586,0.0347,2.18e-06,0.0626,-18.329,1,1,4
1,34cJE7clNsIKFmfQJ17coZ,Donny Osmond,5ZEAzHE2TzAwUcOj6jMIgf,0.152,0.0797,86.6,0.0366,1.95e-06,0.12,-19.523,7,0,3
1,6SvOdNsEfi7EDB0oFtH3YG,Donny Osmond,5ZEAzHE2TzAwUcOj6jMIgf,0.302,0.521,101.814,0.0354,4.74e-06,0.123,-5.391,7,1,4
1,0EFzyTfDBupe5arrC4WKLO,Donny Osmond,5ZEAzHE2TzAwUcOj6jMIgf,0.468,0.487,141.848,0.128,0.0,0.119,-16.257,9,1,4
1,3YresQNkhOm3GykmdUJFvt,Donny Osmond,5ZEAzHE2TzAwUcOj6jMIgf,0.431,0.334,144.886,0.19,0.0,0.0741,-17.344,2,1,4
1,74NGDmt0oXeXesxoUGASTz,Donny Osmond,5ZEAzHE2TzAwUcOj6jMIgf,0.427,0.478,89.281,0.03,0.0,0.0924,-6.169,6,1,4
1,2XHqeL9BXzLniPegco74aH,Donny Osmond,5ZEAzHE2TzAwUcOj6jMIgf,0.596,0.301,148.176,0.0806,0.0,0.0924,-17.191,10,1,4
1,0e6OKuygpCYLdTxecb1qQ3,Donny Osmond,5ZEAzHE2TzAwUcOj6jMIgf,0.621,0.688,82.026,0.0485,0.0,0.277,-7.022,2,1,4
0,7xKMmZ5S4z8YtATuzVYmpQ,Little Texas,5CCf77sKGlTdfIiIDaVScj,0.648,0.766,128.797,0.0326,1.54e-05,0.121,-8.514,9,1,4
0,04F6rARD2mv4JiT8WglIDz,Little Texas,5CCf77sKGlTdfIiIDaVScj,0.621,0.201,130.626,0.0296,0.0,0.131,-15.112,7,1,4
0,5PyA2avguoJ2n2U42Y9GXS,Little Texas,5CCf77sKGlTdfIiIDaVScj,0.495,0.532,189.042,0.03,0.0,0.0416,-10.397,9,1,4
0,4LFAZqC3a5GKlostZzNvK1,Little Texas,5CCf77sKGlTdfIiIDaVScj,0.625,0.838,140.753,0.0317,1.21e-05,0.432,-7.3,4,1,4
0,4pxROqdjivtjjobZz4y6G8,Little Texas,5CCf77sKGlTdfIiIDaVScj,0.635,0.845,128.765,0.0596,4.95e-05,0.295,-8.355,9,1,4
0,03F9hwZMmzYxUyOSqwC2Bk,Little Texas,5CCf77sKGlTdfIiIDaVScj,0.642,0.703,116.684,0.0282,0.0,0.0552,-8.532,7,1,4
0,2Hy6svyBT0qCVXhNCmJcU8,Little Texas,5CCf77sKGlTdfIiIDaVScj,0.553,0.787,142.809,0.0302,1.26e-05,0.1,-8.678,4,1,4
0,7oxApTB8WkOiYVGApL3gsY,Little Texas,5CCf77sKGlTdfIiIDaVScj,0.658,0.411,122.846,0.0272,0.0,0.091,-9.513,0,1,3
0,41G6RhUXgxBr1bPQpHDrPY,Little Texas,5CCf77sKGlTdfIiIDaVScj,0.678,0.575,102.765,0.0295,0.0,0.0927,-9.615,7,1,4
0,7KVuitnHlB3RvCmKEvDihR,Little Texas,5CCf77sKGlTdfIiIDaVScj,0.61,0.419,138.139,0.0275,0.0,0.155,-11.14,7,1,4
0,0le1FZiQxj6CS0bQeshR5C,Caroline Kole,3kmXbS3akWikVvZNGpYEvu,0.571,0.787,168.831,0.229,0.0,0.0585,-4.722,2,1,4
0,3dAR7kO4XBwi0Myc2wqQkD,Caroline Kole,3kmXbS3akWikVvZNGpYEvu,0.743,0.656,119.988,0.0432,0.0,0.236,-6.379,6,1,4
0,4ML8cSuk6T0dFFbgfY0BiA,Caroline Kole,3kmXbS3akWikVvZNGpYEvu,0.741,0.785,114.967,0.0522,0.0,0.386,-4.392,0,0,4
0,1oC2QTCvlBKfgzaPn2G4tC,Caroline Kole,3kmXbS3akWikVvZNGpYEvu,0.647,0.316,84.908,0.0588,0.0,0.0766,-12.45,0,1,4
0,18n2TzeHOIMMM62v6CkUyZ,Caroline Kole,3kmXbS3akWikVvZNGpYEvu,0.668,0.685,80.995,0.0701,0.0,0.144,-4.348,2,1,4
0,3CG51lwWkrpjQDfS6QRG7i,Caroline Kole,3kmXbS3akWikVvZNGpYEvu,0.709,0.252,127.737,0.0488,0.0,0.104,-9.128,4,1,4
0,33TP3vQoRyEchV8cI1hjev,Caroline Kole,3kmXbS3akWikVvZNGpYEvu,0.79,0.74,122.998,0.0372,0.0201,0.0864,-3.597,9,1,4
0,7uC5u0xjk6jw44uPwgeSEf,Caroline Kole,3kmXbS3akWikVvZNGpYEvu,0.628,0.549,89.96,0.0457,0.0,0.0969,-5.353,11,0,4
0,7bOameq2cNHJPCCR7hifnj,Caroline Kole,3kmXbS3akWikVvZNGpYEvu,0.585,0.64,153.953,0.0483,0.0,0.119,-5.523,3,1,4
0,4Skf316zgUgYYMP4RllSQr,Caroline Kole,3kmXbS3akWikVvZNGpYEvu,0.717,0.521,90.993,0.0357,0.0,0.137,-6.524,9,1,4
1,09huOVRryZNV2deKFZLJDC,Boy Meets Girl,02Xpf8IlAGeelWAQZP33kQ,0.662,0.844,116.346,0.027,0.00011,0.137,-6.034,3,1,4
1,3eCb2NynUXqhhuoitIMCVL,Boy Meets Girl,02Xpf8IlAGeelWAQZP33kQ,0.664,0.769,119.93,0.235,0.0,0.0911,-4.476,0,0,4
1,1lsrFXgDqIGhtKXuuQzkqR,Boy Meets Girl,02Xpf8IlAGeelWAQZP33kQ,0.627,0.88,116.033,0.0465,0.00132,0.115,-6.473,11,1,4
1,2DItfrAU8fJhWgTUVAv0vE,Boy Meets Girl,02Xpf8IlAGeelWAQZP33kQ,0.662,0.834,132.105,0.03,0.000876,0.0987,-6.637,4,1,4
1,56227thbNNnJ0M1YqbbSRJ,Boy Meets Girl,02Xpf8IlAGeelWAQZP33kQ,0.678,0.856,121.962,0.0318,0.000706,0.0659,-6.681,1,1,4
1,6tS1wynTnmAZsvpWZKsM8t,Boy Meets Girl,02Xpf8IlAGeelWAQZP33kQ,0.58,0.236,93.356,0.0285,0.0,0.158,-15.233,7,1,4
1,4SHCSQBkt1GZJ14gkM2eEA,Boy Meets Girl,02Xpf8IlAGeelWAQZP33kQ,0.607,0.713,82.178,0.0403,1.57e-05,0.108,-8.799,3,1,4
1,5J9KpecfvilBm1C0ftQ9HA,Boy Meets Girl,02Xpf8IlAGeelWAQZP33kQ,0.706,0.767,113.345,0.0392,0.000158,0.274,-7.92,8,1,4
1,3zi9T9VL8RYuxPmFZjryvg,Boy Meets Girl,02Xpf8IlAGeelWAQZP33kQ,0.69,0.523,125.014,0.0703,3.12e-06,0.203,-8.734,11,1,4
1,5TAMfbahLRzZJq0NKqrvVW,Boy Meets Girl,02Xpf8IlAGeelWAQZP33kQ,0.629,0.748,129.147,0.037,0.147,0.317,-9.001,2,1,4
0,0qXUwQbZHFnhAGCgqwz2lR,Dan Seals,55yEsJBqyn27JPsw5hHzqi,0.661,0.389,124.147,0.0301,1.04e-06,0.0902,-12.292,10,1,4
0,3VWNwd48T1J9VR7cpcx4s1,Dan Seals,55yEsJBqyn27JPsw5hHzqi,0.459,0.0565,125.151,0.0371,0.0,0.105,-20.923,2,1,4
0,0VWPd2zYt1430jL6XtUjep,Dan Seals,55yEsJBqyn27JPsw5hHzqi,0.805,0.575,123.203,0.0304,0.0,0.109,-11.882,1,1,4
